,ID_SALON,NOMBRE_SALON,CAPACIDAD,ID_SEDE,ACTIVO,USUARIO,PASSWORD
925,162,6C,50,20,0,,
926,195,22D,50,21,0,,
927,110,44C,41,18,0,,
928,130,54C,52,19,0,,
929,110,44C,41,18,0,,
930,110,44C,41,18,0,,
931,196,23A,50,21,0,,
932,196,23A,50,21,0,,
933,196,23A,50,21,0,,
934,162,6C,50,20,0,,
935,162,6C,50,20,0,,
936,193,21B,50,21,0,,
937,195,22D,50,21,0,,
938,202,26C,50,21,0,,
939,162,6C,50,20,0,,
940,110,44C,41,18,0,,
941,195,22D,50,21,0,,
942,103,40D,41,18,0,,
943,193,21B,50,21,0,,
944,162,6C,50,20,0,,
945,162,6C,50,20,0,,
946,110,44C,41,18,0,,
947,132,55A,50,19,0,,
948,202,26C,50,21,0,,
949,202,26C,50,21,0,,
950,110,44C,41,18,0,,
951,153,1B,50,20,0,,
952,101,39B,41,18,0,,
953,153,1B,50,20,0,,
954,153,1B,50,20,0,,
955,162,6C,50,20,0,,
956,153,1B,50,20,0,,
957,196,23A,50,21,0,,
958,153,1B,50,20,0,,
959,228,65A,51,22,0,,
960,101,39B,41,18,0,,
961,162,6C,50,20,0,,
962,110,44C,41,18,0,,
963,162,6C,50,20,0,,
964,229,65B,50,22,0,,
965,156,3A,51,20,0,,
966,130,54C,52,19,0,,
967,156,3A,51,20,0,,
968,195,22D,50,21,0,,
969,228,65A,51,22,0,,
970,103,40D,41,18,0,,
971,196,23A,50,21,0,,
972,196,23A,50,21,0,,
973,108,43A,40,18,0,,
974,231,66D,51,22,0,,
975,108,43A,40,18,0,,
976,101,39B,41,18,0,,
977,156,3A,51,20,0,,
978,156,3A,51,20,0,,
979,156,3A,51,20,0,,
980,156,3A,51,20,0,,
981,162,6C,50,20,0,,
982,130,54C,52,19,0,,
983,130,54C,52,19,0,,
984,110,44C,41,18,0,,
985,162,6C,50,20,0,,
986,162,6C,50,20,0,,
987,162,6C,50,20,0,,
988,228,65A,51,22,0,,
989,196,23A,50,21,0,,
990,202,26C,50,21,0,,
991,101,39B,41,18,0,,
992,228,65A,51,22,0,,
993,202,26C,50,21,0,,
994,202,26C,50,21,0,,
995,110,44C,41,18,0,,
996,108,43A,40,18,0,,
997,156,3A,51,20,0,,
998,110,44C,41,18,0,,
999,156,3A,51,20,0,,
1000,231,66D,51,22,0,,
1001,156,3A,51,20,0,,
1002,110,44C,41,18,0,,
1003,108,43A,40,18,0,,
1004,196,23A,50,21,0,,
1005,108,43A,40,18,0,,
1006,108,43A,40,18,0,,
1007,110,44C,41,18,0,,
1008,156,3A,51,20,0,,
1009,196,23A,50,21,0,,
1010,196,23A,50,21,0,,
1011,156,3A,51,20,0,,
1012,162,6C,50,20,0,,
1013,228,65A,51,22,0,,
1014,156,3A,51,20,0,,
1015,228,65A,51,22,0,,
1016,196,23A,50,21,0,,
1017,195,22D,50,21,0,,
1018,103,40D,41,18,0,,
1019,110,44C,41,18,0,,
1020,108,43A,40,18,0,,
1021,156,3A,51,20,0,,
1022,110,44C,41,18,0,,
1023,110,44C,41,18,0,,
1024,153,1B,50,20,0,,
1025,162,6C,50,20,0,,
1026,193,21B,50,21,0,,
1027,132,55A,50,19,0,,
1028,193,21B,50,21,0,,
1029,193,21B,50,21,0,,
1030,193,21B,50,21,0,,
1031,131,54D,50,19,0,,
1032,103,40D,41,18,0,,
1033,195,22D,50,21,0,,
1034,196,23A,50,21,0,,
1035,230,66C,50,22,0,,
1036,162,6C,50,20,0,,
1037,103,40D,41,18,0,,
1038,196,23A,50,21,0,,
1039,110,44C,41,18,0,,
1040,162,6C,50,20,0,,
1041,162,6C,50,20,0,,
1042,110,44C,41,18,0,,
1043,110,44C,41,18,0,,
1044,155,2D,51,20,0,,
1045,101,39B,41,18,0,,
1046,196,23A,50,21,0,,
1047,196,23A,50,21,0,,
1048,202,26C,50,21,0,,
1049,162,6C,50,20,0,,
1050,196,23A,50,21,0,,
1051,108,43A,40,18,0,,
1052,202,26C,50,21,0,,
1053,202,26C,50,21,0,,
1054,131,54D,50,19,0,,
1055,196,23A,50,21,0,,
1056,162,6C,50,20,0,,
1057,101,39B,41,18,0,,
1058,228,65A,51,22,0,,
1059,108,43A,40,18,0,,
1060,110,44C,41,18,0,,
1061,110,44C,41,18,0,,
1062,110,44C,41,18,0,,
1063,108,43A,40,18,0,,
1064,110,44C,41,18,0,,
1065,156,3A,51,20,0,,
1066,196,23A,50,21,0,,
1067,101,39B,41,18,0,,
1068,195,22D,50,21,0,,
1069,202,26C,50,21,0,,
1070,162,6C,50,20,0,,
1071,162,6C,50,20,0,,
1072,202,26C,50,21,0,,
1073,202,26C,50,21,0,,
1074,101,39B,41,18,0,,
1075,230,66C,50,22,0,,
1076,103,40D,41,18,0,,
1077,162,6C,50,20,0,,
1078,196,23A,50,21,0,,
1079,196,23A,50,21,0,,
1080,108,43A,40,18,0,,
1081,162,6C,50,20,0,,
1082,202,26C,50,21,0,,
1083,229,65B,50,22,0,,
1084,162,6C,50,20,0,,
1085,202,26C,50,21,0,,
1086,132,55A,50,19,0,,
1087,156,3A,51,20,0,,
1088,108,43A,40,18,0,,
1089,130,54C,52,19,0,,
1090,130,54C,52,19,0,,
1091,130,54C,52,19,0,,
1092,108,43A,40,18,0,,
1093,202,26C,50,21,0,,
1094,193,21B,50,21,0,,
1095,202,26C,50,21,0,,
1096,130,54C,52,19,0,,
1097,202,26C,50,21,0,,
1098,130,54C,52,19,0,,
1099,230,66C,50,22,0,,
1100,230,66C,50,22,0,,
1101,130,54C,52,19,0,,
1102,130,54C,52,19,0,,
1103,130,54C,52,19,0,,
1104,155,2D,51,20,0,,
1105,162,6C,50,20,0,,
1106,132,55A,50,19,0,,
1107,230,66C,50,22,0,,
1108,230,66C,50,22,0,,
1109,200,25A,50,21,0,,
1110,108,43A,40,18,0,,
1111,200,25A,50,21,0,,
1112,162,6C,50,20,0,,
1113,105,41B,40,18,0,,
1114,230,66C,50,22,0,,
1115,132,55A,50,19,0,,
1116,195,22D,50,21,0,,
1117,228,65A,51,22,0,,
1118,230,66C,50,22,0,,
1119,230,66C,50,22,0,,
1120,230,66C,50,22,0,,
1121,197,23B,50,21,0,,
1122,200,25A,50,21,0,,
1123,105,41B,40,18,0,,
1124,108,43A,40,18,0,,
1125,228,65A,51,22,0,,
1126,105,41B,40,18,0,,
1127,108,43A,40,18,0,,
1128,103,40D,41,18,0,,
1129,153,1B,50,20,0,,
1130,162,6C,50,20,0,,
1131,162,6C,50,20,0,,
1132,156,3A,51,20,0,,
1133,108,43A,40,18,0,,
1134,108,43A,40,18,0,,
1135,162,6C,50,20,0,,
1136,132,55A,50,19,0,,
1137,162,6C,50,20,0,,
1138,229,65B,50,22,0,,
1139,202,26C,50,21,0,,
1140,193,21B,50,21,0,,
1141,193,21B,50,21,0,,
1142,108,43A,40,18,0,,
1143,134,56C,51,19,0,,
1144,229,65B,50,22,0,,
1145,228,65A,51,22,0,,
1146,105,41B,40,18,0,,
1147,162,6C,50,20,0,,
1148,132,55A,50,19,0,,
1149,132,55A,50,19,0,,
1150,162,6C,50,20,0,,
1151,162,6C,50,20,0,,
1152,162,6C,50,20,0,,
1153,108,43A,40,18,0,,
1154,202,26C,50,21,0,,
1155,230,66C,50,22,0,,
1156,228,65A,51,22,0,,
1157,197,23B,50,21,0,,
1158,197,23B,50,21,0,,
1159,108,43A,40,18,0,,
1160,103,40D,41,18,0,,
1161,200,25A,50,21,0,,
1162,162,6C,50,20,0,,
1163,108,43A,40,18,0,,
1164,162,6C,50,20,0,,
1165,156,3A,51,20,0,,
1166,200,25A,50,21,0,,
1167,197,23B,50,21,0,,
1168,197,23B,50,21,0,,
1169,197,23B,50,21,0,,
1170,202,26C,50,21,0,,
1171,202,26C,50,21,0,,
1172,202,26C,50,21,0,,
1173,105,41B,40,18,0,,
1174,202,26C,50,21,0,,
1175,132,55A,50,19,0,,
1176,105,41B,40,18,0,,
1177,202,26C,50,21,0,,
1178,200,25A,50,21,0,,
1179,162,6C,50,20,0,,
1180,202,26C,50,21,0,,
1181,200,25A,50,21,0,,
1182,230,66C,50,22,0,,
1183,197,23B,50,21,0,,
1184,231,66D,51,22,0,,
1185,231,66D,51,22,0,,
1186,231,66D,51,22,0,,
1187,195,22D,50,21,0,,
1188,156,3A,51,20,0,,
1189,108,43A,40,18,0,,
1190,200,25A,50,21,0,,
1191,156,3A,51,20,0,,
1192,200,25A,50,21,0,,
1193,162,6C,50,20,0,,
1194,132,55A,50,19,0,,
1195,108,43A,40,18,0,,
1196,108,43A,40,18,0,,
1197,108,43A,40,18,0,,
1198,108,43A,40,18,0,,
1199,162,6C,50,20,0,,
1200,108,43A,40,18,0,,
1201,108,43A,40,18,0,,
1202,202,26C,50,21,0,,
1203,162,6C,50,20,0,,
1204,162,6C,50,20,0,,
1205,162,6C,50,20,0,,
1206,105,41B,40,18,0,,
1207,134,56C,51,19,0,,
1208,160,5A,50,20,0,,
1209,229,65B,50,22,0,,
1210,229,65B,50,22,0,,
1211,200,25A,50,21,0,,
1212,200,25A,50,21,0,,
1213,200,25A,50,21,0,,
1214,200,25A,50,21,0,,
1215,153,1B,50,20,0,,
1216,132,55A,50,19,0,,
1217,160,5A,50,20,0,,
1218,134,56C,51,19,0,,
1219,153,1B,50,20,0,,
1220,230,66C,50,22,0,,
1221,160,5A,50,20,0,,
1222,160,5A,50,20,0,,
1223,202,26C,50,21,0,,
1224,202,26C,50,21,0,,
1225,200,25A,50,21,0,,
1226,153,1B,50,20,0,,
1227,108,43A,40,18,0,,
1228,160,5A,50,20,0,,
1229,153,1B,50,20,0,,
1230,103,40D,41,18,0,,
1231,160,5A,50,20,0,,
1232,160,5A,50,20,0,,
1233,108,43A,40,18,0,,
1234,160,5A,50,20,0,,
1235,202,26C,50,21,0,,
1236,108,43A,40,18,0,,
1237,105,41B,40,18,0,,
1238,108,43A,40,18,0,,
1239,195,22D,50,21,0,,
1240,160,5A,50,20,0,,
1241,230,66C,50,22,0,,
1242,108,43A,40,18,0,,
1243,160,5A,50,20,0,,
1244,108,43A,40,18,0,,
1245,108,43A,40,18,0,,
1246,108,43A,40,18,0,,
1247,160,5A,50,20,0,,
1248,105,41B,40,18,0,,
1249,231,66D,51,22,0,,
1250,200,25A,50,21,0,,
1251,160,5A,50,20,0,,
1252,134,56C,51,19,0,,
1253,153,1B,50,20,0,,
1254,153,1B,50,20,0,,
1255,197,23B,50,21,0,,
1256,132,55A,50,19,0,,
1257,197,23B,50,21,0,,
1258,197,23B,50,21,0,,
1259,134,56C,51,19,0,,
1260,153,1B,50,20,0,,
1261,200,25A,50,21,0,,
1262,105,41B,40,18,0,,
1263,160,5A,50,20,0,,
1264,131,54D,50,19,0,,
1265,160,5A,50,20,0,,
1266,134,56C,51,19,0,,
1267,200,25A,50,21,0,,
1268,200,25A,50,21,0,,
1269,153,1B,50,20,0,,
1270,132,55A,50,19,0,,
1271,200,25A,50,21,0,,
1272,195,22D,50,21,0,,
1273,230,66C,50,22,0,,
1274,160,5A,50,20,0,,
1275,200,25A,50,21,0,,
1276,132,55A,50,19,0,,
1277,197,23B,50,21,0,,
1278,197,23B,50,21,0,,
1279,160,5A,50,20,0,,
1280,153,1B,50,20,0,,
1281,160,5A,50,20,0,,
1282,230,66C,50,22,0,,
1283,200,25A,50,21,0,,
1284,105,41B,40,18,0,,
1285,231,66D,51,22,0,,
1286,105,41B,40,18,0,,
1287,200,25A,50,21,0,,
1288,105,41B,40,18,0,,
1289,105,41B,40,18,0,,
1290,197,23B,50,21,0,,
1291,105,41B,40,18,0,,
1292,105,41B,40,18,0,,
1293,105,41B,40,18,0,,
1294,105,41B,40,18,0,,
1295,160,5A,50,20,0,,
1296,105,41B,40,18,0,,
1297,105,41B,40,18,0,,
1298,200,25A,50,21,0,,
1299,197,23B,50,21,0,,
1300,197,23B,50,21,0,,
1301,197,23B,50,21,0,,
1302,105,41B,40,18,0,,
1303,134,56C,51,19,0,,
1304,197,23B,50,21,0,,
1305,197,23B,50,21,0,,
1306,197,23B,50,21,0,,
1307,197,23B,50,21,0,,
1308,230,66C,50,22,0,,
1309,105,41B,40,18,0,,
1310,105,41B,40,18,0,,
1311,105,41B,40,18,0,,
1312,134,56C,51,19,0,,
1313,132,55A,50,19,0,,
1314,153,1B,50,20,0,,
1315,134,56C,51,19,0,,
1316,160,5A,50,20,0,,
1317,160,5A,50,20,0,,
1318,197,23B,50,21,0,,
1319,132,55A,50,19,0,,
1320,105,41B,40,18,0,,
1321,160,5A,50,20,0,,
1322,160,5A,50,20,0,,
1323,134,56C,51,19,0,,
1324,200,25A,50,21,0,,
1325,153,1B,50,20,0,,
1326,160,5A,50,20,0,,
1327,134,56C,51,19,0,,
1328,134,56C,51,19,0,,
1329,131,54D,50,19,0,,
1330,197,23B,50,21,0,,
1331,197,23B,50,21,0,,
1332,160,5A,50,20,0,,
1333,228,65A,51,22,0,,
1334,105,41B,40,18,0,,
1335,230,66C,50,22,0,,
1336,134,56C,51,19,0,,
1337,134,56C,51,19,0,,
1338,105,41B,40,18,0,,
1339,153,1B,50,20,0,,
1340,153,1B,50,20,0,,
1341,132,55A,50,19,0,,
1342,134,56C,51,19,0,,
1343,105,41B,40,18,0,,
1344,153,1B,50,20,0,,
1345,105,41B,40,18,0,,
1346,160,5A,50,20,0,,
1347,200,25A,50,21,0,,
1348,200,25A,50,21,0,,
1349,228,65A,51,22,0,,
1350,160,5A,50,20,0,,
1351,160,5A,50,20,0,,
1352,197,23B,50,21,0,,
1353,134,56C,51,19,0,,
1354,132,55A,50,19,0,,
1355,195,22D,50,21,0,,
1356,200,25A,50,21,0,,
1357,105,41B,40,18,0,,
1358,200,25A,50,21,0,,
1359,200,25A,50,21,0,,
1360,160,5A,50,20,0,,
1361,132,55A,50,19,0,,
1362,197,23B,50,21,0,,
1363,230,66C,50,22,0,,
1364,200,25A,50,21,0,,
1365,160,5A,50,20,0,,
1366,197,23B,50,21,0,,
1367,160,5A,50,20,0,,
1368,153,1B,50,20,0,,
1369,103,40D,41,18,0,,
1370,105,41B,40,18,0,,
1371,197,23B,50,21,0,,
1372,197,23B,50,21,0,,
1373,230,66C,50,22,0,,
1374,105,41B,40,18,0,,
1375,105,41B,40,18,0,,
1376,160,5A,50,20,0,,
1377,160,5A,50,20,0,,
1378,131,54D,50,19,0,,
1379,228,65A,51,22,0,,
1380,160,5A,50,20,0,,
1381,200,25A,50,21,0,,
1382,228,65A,51,22,0,,
1383,160,5A,50,20,0,,
1384,200,25A,50,21,0,,
1385,134,56C,51,19,0,,
1386,131,54D,50,19,0,,
1387,160,5A,50,20,0,,
1388,132,55A,50,19,0,,
1389,103,40D,41,18,0,,
1390,200,25A,50,21,0,,
1391,197,23B,50,21,0,,
1392,105,41B,40,18,0,,
1393,132,55A,50,19,0,,
1394,160,5A,50,20,0,,
1395,103,40D,41,18,0,,
1396,200,25A,50,21,0,,
1397,228,65A,51,22,0,,
1398,105,41B,40,18,0,,
1399,200,25A,50,21,0,,
1400,105,41B,40,18,0,,
1401,153,1B,50,20,0,,
1402,197,23B,50,21,0,,
1403,197,23B,50,21,0,,
1404,197,23B,50,21,0,,
1405,197,23B,50,21,0,,
1406,197,23B,50,21,0,,
1407,197,23B,50,21,0,,
1408,105,41B,40,18,0,,
1409,197,23B,50,21,0,,
1410,195,22D,50,21,0,,
1411,103,40D,41,18,0,,
1412,134,56C,51,19,0,,
1413,200,25A,50,21,0,,
1414,105,41B,40,18,0,,
1415,134,56C,51,19,0,,
1416,105,41B,40,18,0,,
1417,197,23B,50,21,0,,
1418,200,25A,50,21,0,,
1419,132,55A,50,19,0,,
1420,200,25A,50,21,0,,
1421,155,2D,51,20,0,,
1422,105,41B,40,18,0,,
1423,105,41B,40,18,0,,
1424,155,2D,51,20,0,,
1425,197,23B,50,21,0,,
1426,160,5A,50,20,0,,
1427,134,56C,51,19,0,,
1428,160,5A,50,20,0,,
1429,200,25A,50,21,0,,
1430,197,23B,50,21,0,,
1431,197,23B,50,21,0,,
1432,132,55A,50,19,0,,
1433,160,5A,50,20,0,,
1434,200,25A,50,21,0,,
1435,197,23B,50,21,0,,
1436,157,3B,50,20,0,,
1437,200,25A,50,21,0,,
1438,232,67A,50,22,0,,
1439,232,67A,50,22,0,,
1440,157,3B,50,20,0,,
1441,160,5A,50,20,0,,
1442,229,65B,50,22,0,,
1443,134,56C,51,19,0,,
1444,200,25A,50,21,0,,
1445,230,66C,50,22,0,,
1446,160,5A,50,20,0,,
1447,230,66C,50,22,0,,
1448,230,66C,50,22,0,,
1449,200,25A,50,21,0,,
1450,109,43B,41,18,0,,
1451,134,56C,51,19,0,,
1452,134,56C,51,19,0,,
1453,200,25A,50,21,0,,
1454,200,25A,50,21,0,,
1455,109,43B,41,18,0,,
1456,109,43B,41,18,0,,
1457,132,55A,50,19,0,,
1458,155,2D,51,20,0,,
1459,134,56C,51,19,0,,
1460,200,25A,50,21,0,,
1461,157,3B,50,20,0,,
1462,200,25A,50,21,0,,
1463,109,43B,41,18,0,,
1464,230,66C,50,22,0,,
1465,109,43B,41,18,0,,
1466,132,55A,50,19,0,,
1467,200,25A,50,21,0,,
1468,200,25A,50,21,0,,
1469,197,23B,50,21,0,,
1470,230,66C,50,22,0,,
1471,197,23B,50,21,0,,
1472,200,25A,50,21,0,,
1473,200,25A,50,21,0,,
1474,134,56C,51,19,0,,
1475,195,22D,50,21,0,,
1476,109,43B,41,18,0,,
1477,160,5A,50,20,0,,
1478,195,22D,50,21,0,,
1479,134,56C,51,19,0,,
1480,155,2D,51,20,0,,
1481,131,54D,50,19,0,,
1482,230,66C,50,22,0,,
1483,229,65B,50,22,0,,
1484,109,43B,41,18,0,,
1485,197,23B,50,21,0,,
1486,197,23B,50,21,0,,
1487,160,5A,50,20,0,,
1488,197,23B,50,21,0,,
1489,197,23B,50,21,0,,
1490,160,5A,50,20,0,,
1491,232,67A,50,22,0,,
1492,109,43B,41,18,0,,
1493,232,67A,50,22,0,,
1494,232,67A,50,22,0,,
1495,109,43B,41,18,0,,
1496,132,55A,50,19,0,,
1497,109,43B,41,18,0,,
1498,197,23B,50,21,0,,
1499,109,43B,41,18,0,,
1500,232,67A,50,22,0,,
1501,229,65B,50,22,0,,
1502,232,67A,50,22,0,,
1503,197,23B,50,21,0,,
1504,195,22D,50,21,0,,
1505,195,22D,50,21,0,,
1506,229,65B,50,22,0,,
1507,157,3B,50,20,0,,
1508,157,3B,50,20,0,,
1509,109,43B,41,18,0,,
1510,232,67A,50,22,0,,
1511,160,5A,50,20,0,,
1512,160,5A,50,20,0,,
1513,109,43B,41,18,0,,
1514,229,65B,50,22,0,,
1515,195,22D,50,21,0,,
1516,195,22D,50,21,0,,
1517,195,22D,50,21,0,,
1518,109,43B,41,18,0,,
1519,109,43B,41,18,0,,
1520,157,3B,50,20,0,,
1521,134,56C,51,19,0,,
1522,157,3B,50,20,0,,
1523,134,56C,51,19,0,,
1524,229,65B,50,22,0,,
1525,229,65B,50,22,0,,
1526,103,40D,41,18,0,,
1527,109,43B,41,18,0,,
1528,129,53B,51,19,0,,
1529,134,56C,51,19,0,,
1530,103,40D,41,18,0,,
1531,231,66D,51,22,0,,
1532,197,23B,50,21,0,,
1533,201,25B,50,21,0,,
1534,232,67A,50,22,0,,
1535,234,68C,52,22,0,,
1536,234,68C,52,22,0,,
1537,132,55A,50,19,0,,
1538,109,43B,41,18,0,,
1539,234,68C,52,22,0,,
1540,131,54D,50,19,0,,
1541,155,2D,51,20,0,,
1542,155,2D,51,20,0,,
1543,160,5A,50,20,0,,
1544,157,3B,50,20,0,,
1545,204,27A,51,21,0,,
1546,157,3B,50,20,0,,
1547,132,55A,50,19,0,,
1548,103,40D,41,18,0,,
1549,234,68C,52,22,0,,
1550,134,56C,51,19,0,,
1551,134,56C,51,19,0,,
1552,201,25B,50,21,0,,
1553,109,43B,41,18,0,,
1554,232,67A,50,22,0,,
1555,201,25B,50,21,0,,
1556,160,5A,50,20,0,,
1557,160,5A,50,20,0,,
1558,160,5A,50,20,0,,
1559,234,68C,52,22,0,,
1560,234,68C,52,22,0,,
1561,112,45A,40,18,0,,
1562,112,45A,40,18,0,,
1563,109,43B,41,18,0,,
1564,112,45A,40,18,0,,
1565,232,67A,50,22,0,,
1566,232,67A,50,22,0,,
1567,234,68C,52,22,0,,
1568,232,67A,50,22,0,,
1569,109,43B,41,18,0,,
1570,157,3B,50,20,0,,
1571,157,3B,50,20,0,,
1572,157,3B,50,20,0,,
1573,201,25B,50,21,0,,
1574,234,68C,52,22,0,,
1575,132,55A,50,19,0,,
1576,155,2D,51,20,0,,
1577,234,68C,52,22,0,,
1578,234,68C,52,22,0,,
1579,232,67A,50,22,0,,
1580,155,2D,51,20,0,,
1581,201,25B,50,21,0,,
1582,109,43B,41,18,0,,
1583,157,3B,50,20,0,,
1584,201,25B,50,21,0,,
1585,201,25B,50,21,0,,
1586,155,2D,51,20,0,,
1587,199,24D,50,21,0,,
1588,109,43B,41,18,0,,
1589,129,53B,51,19,0,,
1590,157,3B,50,20,0,,
1591,199,24D,50,21,0,,
1592,131,54D,50,19,0,,
1593,199,24D,50,21,0,,
1594,232,67A,50,22,0,,
1595,232,67A,50,22,0,,
1596,234,68C,52,22,0,,
1597,234,68C,52,22,0,,
1598,234,68C,52,22,0,,
1599,103,40D,41,18,0,,
1600,232,67A,50,22,0,,
1601,109,43B,41,18,0,,
1602,109,43B,41,18,0,,
1603,199,24D,50,21,0,,
1604,157,3B,50,20,0,,
1605,201,25B,50,21,0,,
1606,103,40D,41,18,0,,
1607,109,43B,41,18,0,,
1608,201,25B,50,21,0,,
1609,109,43B,41,18,0,,
1610,234,68C,52,22,0,,
1611,134,56C,51,19,0,,
1612,234,68C,52,22,0,,
1613,109,43B,41,18,0,,
1614,201,25B,50,21,0,,
1615,157,3B,50,20,0,,
1616,157,3B,50,20,0,,
1617,201,25B,50,21,0,,
1618,201,25B,50,21,0,,
1619,229,65B,50,22,0,,
1620,109,43B,41,18,0,,
1621,109,43B,41,18,0,,
1622,132,55A,50,19,0,,
1623,157,3B,50,20,0,,
1624,234,68C,52,22,0,,
1625,232,67A,50,22,0,,
1626,229,65B,50,22,0,,
1627,157,3B,50,20,0,,
1628,134,56C,51,19,0,,
1629,109,43B,41,18,0,,
1630,134,56C,51,19,0,,
1631,109,43B,41,18,0,,
1632,132,55A,50,19,0,,
1633,134,56C,51,19,0,,
1634,232,67A,50,22,0,,
1635,132,55A,50,19,0,,
1636,132,55A,50,19,0,,
1637,201,25B,50,21,0,,
1638,232,67A,50,22,0,,
1639,232,67A,50,22,0,,
1640,201,25B,50,21,0,,
1641,201,25B,50,21,0,,
1642,201,25B,50,21,0,,
1643,157,3B,50,20,0,,
1644,109,43B,41,18,0,,
1645,234,68C,52,22,0,,
1646,234,68C,52,22,0,,
1647,201,25B,50,21,0,,
1648,201,25B,50,21,0,,
1649,232,67A,50,22,0,,
1650,157,3B,50,20,0,,
1651,201,25B,50,21,0,,
1652,157,3B,50,20,0,,
1653,234,68C,52,22,0,,
1654,157,3B,50,20,0,,
1655,129,53B,51,19,0,,
1656,232,67A,50,22,0,,
1657,234,68C,52,22,0,,
1658,232,67A,50,22,0,,
1659,134,56C,51,19,0,,
1660,107,42D,41,18,0,,
1661,107,42D,41,18,0,,
1662,134,56C,51,19,0,,
1663,201,25B,50,21,0,,
1664,157,3B,50,20,0,,
1665,109,43B,41,18,0,,
1666,234,68C,52,22,0,,
1667,232,67A,50,22,0,,
1668,232,67A,50,22,0,,
1669,232,67A,50,22,0,,
1670,109,43B,41,18,0,,
1671,109,43B,41,18,0,,
1672,201,25B,50,21,0,,
1673,234,68C,52,22,0,,
1674,234,68C,52,22,0,,
1675,157,3B,50,20,0,,
1676,201,25B,50,21,0,,
1677,201,25B,50,21,0,,
1678,109,43B,41,18,0,,
1679,232,67A,50,22,0,,
1680,109,43B,41,18,0,,
1681,234,68C,52,22,0,,
1682,157,3B,50,20,0,,
1683,201,25B,50,21,0,,
1684,199,24D,50,21,0,,
1685,199,24D,50,21,0,,
1686,201,25B,50,21,0,,
1687,199,24D,50,21,0,,
1688,229,65B,50,22,0,,
1689,132,55A,50,19,0,,
1690,134,56C,51,19,0,,
1691,109,43B,41,18,0,,
1692,157,3B,50,20,0,,
1693,234,68C,52,22,0,,
1694,201,25B,50,21,0,,
1695,134,56C,51,19,0,,
1696,199,24D,50,21,0,,
1697,155,2D,51,20,0,,
1698,157,3B,50,20,0,,
1699,157,3B,50,20,0,,
1700,234,68C,52,22,0,,
1701,157,3B,50,20,0,,
1702,201,25B,50,21,0,,
1703,234,68C,52,22,0,,
1704,234,68C,52,22,0,,
1705,134,56C,51,19,0,,
1706,234,68C,52,22,0,,
1707,109,43B,41,18,0,,
1708,232,67A,50,22,0,,
1709,109,43B,41,18,0,,
1710,234,68C,52,22,0,,
1711,134,56C,51,19,0,,
1712,157,3B,50,20,0,,
1713,131,54D,50,19,0,,
1714,107,42D,41,18,0,,
1715,201,25B,50,21,0,,
1716,232,67A,50,22,0,,
1717,232,67A,50,22,0,,
1718,234,68C,52,22,0,,
1719,232,67A,50,22,0,,
1720,107,42D,41,18,0,,
1721,157,3B,50,20,0,,
1722,201,25B,50,21,0,,
1723,201,25B,50,21,0,,
1724,107,42D,41,18,0,,
1725,232,67A,50,22,0,,
1726,234,68C,52,22,0,,
1727,232,67A,50,22,0,,
1728,201,25B,50,21,0,,
1729,234,68C,52,22,0,,
1730,201,25B,50,21,0,,
1731,201,25B,50,21,0,,
1732,201,25B,50,21,0,,
1733,134,56C,51,19,0,,
1734,134,56C,51,19,0,,
1735,234,68C,52,22,0,,
1736,132,55A,50,19,0,,
1737,234,68C,52,22,0,,
1738,232,67A,50,22,0,,
1739,232,67A,50,22,0,,
1740,132,55A,50,19,0,,
1741,232,67A,50,22,0,,
1742,157,3B,50,20,0,,
1743,132,55A,50,19,0,,
1744,134,56C,51,19,0,,
1745,107,42D,41,18,0,,
1746,201,25B,50,21,0,,
1747,201,25B,50,21,0,,
1748,113,45B,41,18,0,,
1749,201,25B,50,21,0,,
1750,134,56C,51,19,0,,
1751,232,67A,50,22,0,,
1752,157,3B,50,20,0,,
1753,157,3B,50,20,0,,
1754,201,25B,50,21,0,,
1755,232,67A,50,22,0,,
1756,201,25B,50,21,0,,
1757,107,42D,41,18,0,,
1758,134,56C,51,19,0,,
1759,201,25B,50,21,0,,
1760,201,25B,50,21,0,,
1761,201,25B,50,21,0,,
1762,107,42D,41,18,0,,
1763,134,56C,51,19,0,,
1764,157,3B,50,20,0,,
1765,201,25B,50,21,0,,
1766,201,25B,50,21,0,,
1767,157,3B,50,20,0,,
1768,132,55A,50,19,0,,
1769,234,68C,52,22,0,,
1770,234,68C,52,22,0,,
1771,234,68C,52,22,0,,
1772,201,25B,50,21,0,,
1773,199,24D,50,21,0,,
1774,129,53B,51,19,0,,
1775,129,53B,51,19,0,,
1776,157,3B,50,20,0,,
1777,234,68C,52,22,0,,
1778,231,66D,51,22,0,,
1779,132,55A,50,19,0,,
1780,157,3B,50,20,0,,
1781,157,3B,50,20,0,,
1782,157,3B,50,20,0,,
1783,232,67A,50,22,0,,
1784,107,42D,41,18,0,,
1785,234,68C,52,22,0,,
1786,157,3B,50,20,0,,
1787,157,3B,50,20,0,,
1788,201,25B,50,21,0,,
1789,131,54D,50,19,0,,
1790,157,3B,50,20,0,,
1791,132,55A,50,19,0,,
1792,155,2D,51,20,0,,
1793,131,54D,50,19,0,,
1794,155,2D,51,20,0,,
1795,201,25B,50,21,0,,
1796,132,55A,50,19,0,,
1797,232,67A,50,22,0,,
1798,234,68C,52,22,0,,
1799,199,24D,50,21,0,,
1800,107,42D,41,18,0,,
