,ID_SEDE,NOMBRE_SEDE,DIRECCION
1223,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1224,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1225,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1226,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1227,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1228,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1229,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1230,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1231,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1232,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1233,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1234,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1235,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1236,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1237,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1238,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1239,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1240,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1241,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1242,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1243,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1244,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1245,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1246,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1247,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1248,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1249,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1250,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1251,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1252,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1253,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1254,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1255,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1256,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1257,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1258,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1259,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1260,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1261,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1262,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1263,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1264,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1265,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1266,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1267,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1268,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1269,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1270,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1271,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1272,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1273,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1274,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1275,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1276,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1277,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1278,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1279,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1280,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1281,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1282,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1283,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1284,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1285,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1286,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1287,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1288,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1289,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1290,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1291,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1292,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1293,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1294,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1295,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1296,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1297,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1298,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1299,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1300,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1301,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1302,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1303,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1304,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1305,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1306,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1307,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1308,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1309,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1310,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1311,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1312,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1313,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1314,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1315,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1316,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1317,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1318,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1319,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1320,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1321,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1322,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1323,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1324,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1325,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1326,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1327,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1328,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1329,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1330,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1331,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1332,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1333,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1334,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1335,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1336,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1337,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1338,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1339,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1340,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1341,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1342,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1343,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1344,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1345,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1346,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1347,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1348,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1349,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1350,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1351,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1352,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1353,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1354,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1355,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1356,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1357,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1358,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1359,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1360,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1361,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1362,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1363,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1364,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1365,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1366,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1367,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1368,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1369,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1370,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1371,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1372,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1373,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1374,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1375,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1376,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1377,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1378,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1379,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1380,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1381,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1382,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1383,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1384,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1385,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1386,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1387,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1388,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1389,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1390,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1391,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1392,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1393,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1394,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1395,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1396,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1397,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1398,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1399,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1400,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1401,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1402,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1403,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1404,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1405,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1406,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1407,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1408,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1409,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1410,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1411,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1412,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1413,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1414,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1415,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1416,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1417,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1418,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1419,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1420,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1421,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1422,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1423,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1424,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1425,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1426,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1427,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1428,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1429,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1430,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1431,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1432,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1433,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1434,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1435,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1436,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1437,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1438,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1439,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1440,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1441,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1442,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1443,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1444,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1445,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1446,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1447,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1448,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1449,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1450,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1451,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1452,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1453,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1454,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1455,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1456,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1457,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1458,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1459,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1460,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1461,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1462,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1463,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1464,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1465,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1466,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1467,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1468,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1469,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1470,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1471,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1472,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1473,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1474,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1475,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1476,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1477,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1478,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1479,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1480,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1481,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1482,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1483,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1484,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1485,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1486,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1487,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1488,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1489,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1490,20,FACULTAD DE CONTADURIA,"Blvd. Valsequillo No. 70 Col. Universidades. Puebla, Pue."
1491,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1492,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1493,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1494,22,PEREYRA,"Esquina Blvd. 5 de Mayo y 2 Sur Col San Baltazar Campeche. Puebla, Pue."
1495,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1496,19,BINE,"Blvd. Hermanos Serd n No. 203 Col. Valle del Rey. Puebla, Pue."
1497,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
1498,21,CENHCH,"10 Sur No. 1501 Col. Bella Vista. Puebla, Pue."
1499,18,FACULTAD DE MEDICINA,"13 Sur No. 2702 Col. Volcanes. Puebla, Pue."
