,ID_MUNICIPIO,NOMBRE_MUNICIPIO,ID_ESTADO
905,1681,PUEBLA,21
906,2051,TLAXCALA,29
907,1681,PUEBLA,21
908,1681,PUEBLA,21
909,1681,PUEBLA,21
910,1681,PUEBLA,21
911,1681,PUEBLA,21
912,1681,PUEBLA,21
913,1681,PUEBLA,21
914,899,CUAUTLA,17
915,1036,HEROICA CIUDAD DE HUAJUAPAN DE LEàN,20
916,1681,PUEBLA,21
917,1181,SAN JUAN BAUTISTA TUXTEPEC,20
918,1681,PUEBLA,21
919,1681,PUEBLA,21
920,1681,PUEBLA,21
921,1181,SAN JUAN BAUTISTA TUXTEPEC,20
922,1681,PUEBLA,21
923,1601,CORONANGO,21
924,1704,SAN NICOLµS BUENOS AIRES,21
925,2031,HUAMANTLA,29
926,1681,PUEBLA,21
927,1681,PUEBLA,21
928,904,JIUTEPEC,17
929,1681,PUEBLA,21
930,1681,PUEBLA,21
931,1681,PUEBLA,21
932,1681,PUEBLA,21
933,1568,ACAJETE,21
934,1681,PUEBLA,21
935,1681,PUEBLA,21
936,1681,PUEBLA,21
937,1681,PUEBLA,21
938,1681,PUEBLA,21
939,1731,TEPEACA,21
940,1704,SAN NICOLµS BUENOS AIRES,21
941,1681,PUEBLA,21
942,1681,PUEBLA,21
943,1681,PUEBLA,21
944,1681,PUEBLA,21
945,1681,PUEBLA,21
946,423,TCPAN DE GALEANA,12
947,1723,TEHUACµN,21
948,1612,CHALCHICOMULA DE SESMA,21
949,1681,PUEBLA,21
950,1681,PUEBLA,21
951,411,OLINALµ,12
952,1681,PUEBLA,21
953,411,OLINALµ,12
954,411,OLINALµ,12
955,1681,PUEBLA,21
956,411,OLINALµ,12
957,1681,PUEBLA,21
958,411,OLINALµ,12
959,1681,PUEBLA,21
960,1681,PUEBLA,21
961,1681,PUEBLA,21
962,1681,PUEBLA,21
963,399,HUAMUXTITLµN,12
964,1681,PUEBLA,21
965,519,TLANALAPA,13
966,1681,PUEBLA,21
967,519,TLANALAPA,13
968,1681,PUEBLA,21
969,1681,PUEBLA,21
970,1641,HUEJOTZINGO,21
971,1681,PUEBLA,21
972,1681,PUEBLA,21
973,1681,PUEBLA,21
974,1681,PUEBLA,21
975,1601,CORONANGO,21
976,1681,PUEBLA,21
977,1681,PUEBLA,21
978,1681,PUEBLA,21
979,1681,PUEBLA,21
980,1681,PUEBLA,21
981,1568,ACAJETE,21
982,2051,TLAXCALA,29
983,1741,TEZIUTLµN,21
984,1681,PUEBLA,21
985,1641,HUEJOTZINGO,21
986,1641,HUEJOTZINGO,21
987,1641,HUEJOTZINGO,21
988,1681,PUEBLA,21
989,1614,CHIAUTLA,21
990,1681,PUEBLA,21
991,1711,SAN SALVADOR HUIXCOLOTLA,21
992,1681,PUEBLA,21
993,1681,PUEBLA,21
994,1681,PUEBLA,21
995,1681,PUEBLA,21
996,1681,PUEBLA,21
997,1681,PUEBLA,21
998,1681,PUEBLA,21
999,1641,HUEJOTZINGO,21
1000,1681,PUEBLA,21
1001,436,XOCHIHUEHUETLµN,12
1002,1681,PUEBLA,21
1003,2019,AMAXAC DE GUERRERO,29
1004,1681,PUEBLA,21
1005,2036,CONTLA DE JUAN CUAMATZI,29
1006,1681,PUEBLA,21
1007,1681,PUEBLA,21
1008,1181,SAN JUAN BAUTISTA TUXTEPEC,20
1009,1681,PUEBLA,21
1010,1681,PUEBLA,21
1011,1681,PUEBLA,21
1012,1681,PUEBLA,21
1013,1681,PUEBLA,21
1014,1681,PUEBLA,21
1015,1681,PUEBLA,21
1016,1681,PUEBLA,21
1017,1681,PUEBLA,21
1018,2031,HUAMANTLA,29
1019,1064,OAXACA DE JUµREZ,20
1020,1681,PUEBLA,21
1021,1681,PUEBLA,21
1022,1681,PUEBLA,21
1023,1681,PUEBLA,21
1024,1681,PUEBLA,21
1025,1681,PUEBLA,21
1026,2062,ZACATELCO,29
1027,1681,PUEBLA,21
1028,1681,PUEBLA,21
1029,1681,PUEBLA,21
1030,1681,PUEBLA,21
1031,1681,PUEBLA,21
1032,1681,PUEBLA,21
1033,1681,PUEBLA,21
1034,1681,PUEBLA,21
1035,1681,PUEBLA,21
1036,1681,PUEBLA,21
1037,922,YAUTEPEC,17
1038,1681,PUEBLA,21
1039,922,YAUTEPEC,17
1040,1681,PUEBLA,21
1041,1681,PUEBLA,21
1042,899,CUAUTLA,17
1043,2051,TLAXCALA,29
1044,1681,PUEBLA,21
1045,1681,PUEBLA,21
1046,1681,PUEBLA,21
1047,1681,PUEBLA,21
1048,1681,PUEBLA,21
1049,1681,PUEBLA,21
1050,1681,PUEBLA,21
1051,1681,PUEBLA,21
1052,1681,PUEBLA,21
1053,1681,PUEBLA,21
1054,1681,PUEBLA,21
1055,1681,PUEBLA,21
1056,1681,PUEBLA,21
1057,1681,PUEBLA,21
1058,1681,PUEBLA,21
1059,1681,PUEBLA,21
1060,1681,PUEBLA,21
1061,1681,PUEBLA,21
1062,1681,PUEBLA,21
1063,1681,PUEBLA,21
1064,1681,PUEBLA,21
1065,1681,PUEBLA,21
1066,1681,PUEBLA,21
1067,1612,CHALCHICOMULA DE SESMA,21
1068,1681,PUEBLA,21
1069,2023,APIZACO,29
1070,1681,PUEBLA,21
1071,1681,PUEBLA,21
1072,1681,PUEBLA,21
1073,1681,PUEBLA,21
1074,1681,PUEBLA,21
1075,1681,PUEBLA,21
1076,1681,PUEBLA,21
1077,1641,HUEJOTZINGO,21
1078,1681,PUEBLA,21
1079,1681,PUEBLA,21
1080,1681,PUEBLA,21
1081,1681,PUEBLA,21
1082,1681,PUEBLA,21
1083,1681,PUEBLA,21
1084,1681,PUEBLA,21
1085,1681,PUEBLA,21
1086,1681,PUEBLA,21
1087,1681,PUEBLA,21
1088,1681,PUEBLA,21
1089,1681,PUEBLA,21
1090,1681,PUEBLA,21
1091,1681,PUEBLA,21
1092,1681,PUEBLA,21
1093,1681,PUEBLA,21
1094,1681,PUEBLA,21
1095,1681,PUEBLA,21
1096,2062,ZACATELCO,29
1097,1681,PUEBLA,21
1098,1681,PUEBLA,21
1099,1681,PUEBLA,21
1100,684,CHICOLOAPAN,15
1101,1641,HUEJOTZINGO,21
1102,1681,PUEBLA,21
1103,1681,PUEBLA,21
1104,1681,PUEBLA,21
1105,269,GUSTAVO A. MADERO,9
1106,1692,SAN GREGORIO ATZOMPA,21
1107,1681,PUEBLA,21
1108,1681,PUEBLA,21
1109,1681,PUEBLA,21
1110,2456,KIEV,34
1111,1681,PUEBLA,21
1112,1753,TLATLAUQUITEPEC,21
1113,2052,TLAXCO,29
1114,1681,PUEBLA,21
1115,1681,PUEBLA,21
1116,1681,PUEBLA,21
1117,1681,PUEBLA,21
1118,1681,PUEBLA,21
1119,1681,PUEBLA,21
1120,1681,PUEBLA,21
1121,1681,PUEBLA,21
1122,1681,PUEBLA,21
1123,1681,PUEBLA,21
1124,1720,TECALI DE HERRERA,21
1125,1681,PUEBLA,21
1126,1682,QUECHOLAC,21
1127,1681,PUEBLA,21
1128,1681,PUEBLA,21
1129,1681,PUEBLA,21
1130,900,CUERNAVACA,17
1131,1681,PUEBLA,21
1132,1681,PUEBLA,21
1133,1681,PUEBLA,21
1134,1681,PUEBLA,21
1135,1681,PUEBLA,21
1136,1681,PUEBLA,21
1137,1681,PUEBLA,21
1138,1681,PUEBLA,21
1139,1699,SAN MARTÖN TEXMELUCAN,21
1140,2062,ZACATELCO,29
1141,2062,ZACATELCO,29
1142,1681,PUEBLA,21
1143,1681,PUEBLA,21
1144,1681,PUEBLA,21
1145,1681,PUEBLA,21
1146,1681,PUEBLA,21
1147,1681,PUEBLA,21
1148,1681,PUEBLA,21
1149,1681,PUEBLA,21
1150,1681,PUEBLA,21
1151,1681,PUEBLA,21
1152,1681,PUEBLA,21
1153,1681,PUEBLA,21
1154,279,CUAUHTMOC,9
1155,1681,PUEBLA,21
1156,1681,PUEBLA,21
1157,1582,AMOZOC,21
1158,1681,PUEBLA,21
1159,1681,PUEBLA,21
1160,1681,PUEBLA,21
1161,1681,PUEBLA,21
1162,1681,PUEBLA,21
1163,1681,PUEBLA,21
1164,1681,PUEBLA,21
1165,1681,PUEBLA,21
1166,1681,PUEBLA,21
1167,1681,PUEBLA,21
1168,2031,HUAMANTLA,29
1169,1681,PUEBLA,21
1170,1681,PUEBLA,21
1171,1681,PUEBLA,21
1172,2051,TLAXCALA,29
1173,1681,PUEBLA,21
1174,2033,IXTACUIXTLA DE MARIANO MATAMOROS,29
1175,1681,PUEBLA,21
1176,1681,PUEBLA,21
1177,1681,PUEBLA,21
1178,1681,PUEBLA,21
1179,1681,PUEBLA,21
1180,1681,PUEBLA,21
1181,1681,PUEBLA,21
1182,1681,PUEBLA,21
1183,1681,PUEBLA,21
1184,1681,PUEBLA,21
1185,1681,PUEBLA,21
1186,1681,PUEBLA,21
1187,1681,PUEBLA,21
1188,1681,PUEBLA,21
1189,2036,CONTLA DE JUAN CUAMATZI,29
1190,1681,PUEBLA,21
1191,1681,PUEBLA,21
1192,1681,PUEBLA,21
1193,1601,CORONANGO,21
1194,1681,PUEBLA,21
1195,1681,PUEBLA,21
1196,2076,SANTA CATARINA AYOMETLA,29
1197,2028,CHIAUTEMPAN,29
1198,1681,PUEBLA,21
1199,1720,TECALI DE HERRERA,21
1200,1681,PUEBLA,21
1201,1681,PUEBLA,21
1202,1681,PUEBLA,21
1203,1681,PUEBLA,21
1204,1681,PUEBLA,21
1205,2051,TLAXCALA,29
1206,1681,PUEBLA,21
1207,1681,PUEBLA,21
1208,1681,PUEBLA,21
1209,1681,PUEBLA,21
1210,1681,PUEBLA,21
1211,1614,CHIAUTLA,21
1212,1614,CHIAUTLA,21
1213,1614,CHIAUTLA,21
1214,1640,HUEHUETLµN EL CHICO,21
1215,1681,PUEBLA,21
1216,1681,PUEBLA,21
1217,1681,PUEBLA,21
1218,1707,SAN PEDRO CHOLULA,21
1219,1681,PUEBLA,21
1220,1681,PUEBLA,21
1221,1681,PUEBLA,21
1222,1681,PUEBLA,21
1223,1681,PUEBLA,21
1224,1681,PUEBLA,21
1225,1681,PUEBLA,21
1226,1681,PUEBLA,21
1227,1681,PUEBLA,21
1228,1681,PUEBLA,21
1229,1681,PUEBLA,21
1230,1681,PUEBLA,21
1231,1681,PUEBLA,21
1232,1681,PUEBLA,21
1233,1681,PUEBLA,21
1234,1681,PUEBLA,21
1235,267,COYOACµN,9
1236,1681,PUEBLA,21
1237,1681,PUEBLA,21
1238,2051,TLAXCALA,29
1239,1681,PUEBLA,21
1240,1681,PUEBLA,21
1241,1681,PUEBLA,21
1242,1681,PUEBLA,21
1243,1681,PUEBLA,21
1244,1681,PUEBLA,21
1245,1681,PUEBLA,21
1246,1681,PUEBLA,21
1247,1681,PUEBLA,21
1248,570,GUADALAJARA,14
1249,1639,HUEHUETLA,21
1250,1681,PUEBLA,21
1251,1681,PUEBLA,21
1252,1681,PUEBLA,21
1253,1720,TECALI DE HERRERA,21
1254,1681,PUEBLA,21
1255,1681,PUEBLA,21
1256,1681,PUEBLA,21
1257,1681,PUEBLA,21
1258,1681,PUEBLA,21
1259,1681,PUEBLA,21
1260,1681,PUEBLA,21
1261,1681,PUEBLA,21
1262,1681,PUEBLA,21
1263,1681,PUEBLA,21
1264,401,IGUALA DE LA INDEPENDENCIA,12
1265,1681,PUEBLA,21
1266,1681,PUEBLA,21
1267,1681,PUEBLA,21
1268,1681,PUEBLA,21
1269,899,CUAUTLA,17
1270,1681,PUEBLA,21
1271,1681,PUEBLA,21
1272,1681,PUEBLA,21
1273,1681,PUEBLA,21
1274,1681,PUEBLA,21
1275,1681,PUEBLA,21
1276,1681,PUEBLA,21
1277,2023,APIZACO,29
1278,2023,APIZACO,29
1279,1668,NAUZONTLA,21
1280,432,TLAPA DE COMONFORT,12
1281,1681,PUEBLA,21
1282,2051,TLAXCALA,29
1283,1681,PUEBLA,21
1284,1681,PUEBLA,21
1285,1681,PUEBLA,21
1286,1681,PUEBLA,21
1287,1714,SANTA INS AHUATEMPAN,21
1288,1681,PUEBLA,21
1289,1681,PUEBLA,21
1290,1681,PUEBLA,21
1291,899,CUAUTLA,17
1292,900,CUERNAVACA,17
1293,899,CUAUTLA,17
1294,900,CUERNAVACA,17
1295,2051,TLAXCALA,29
1296,1681,PUEBLA,21
1297,906,JONACATEPEC,17
1298,2051,TLAXCALA,29
1299,1681,PUEBLA,21
1300,1681,PUEBLA,21
1301,1681,PUEBLA,21
1302,1681,PUEBLA,21
1303,278,BENITO JUµREZ,9
1304,2046,TEOLOCHOLCO,29
1305,2028,CHIAUTEMPAN,29
1306,2046,TEOLOCHOLCO,29
1307,2051,TLAXCALA,29
1308,1681,PUEBLA,21
1309,1568,ACAJETE,21
1310,2023,APIZACO,29
1311,688,ECATEPEC DE MORELOS,15
1312,1681,PUEBLA,21
1313,1681,PUEBLA,21
1314,495,PACHUCA DE SOTO,13
1315,2031,HUAMANTLA,29
1316,1681,PUEBLA,21
1317,1720,TECALI DE HERRERA,21
1318,2023,APIZACO,29
1319,1681,PUEBLA,21
1320,1681,PUEBLA,21
1321,1681,PUEBLA,21
1322,1681,PUEBLA,21
1323,2076,SANTA CATARINA AYOMETLA,29
1324,1681,PUEBLA,21
1325,1681,PUEBLA,21
1326,1681,PUEBLA,21
1327,1608,CUAUTLANCINGO,21
1328,1681,PUEBLA,21
1329,1681,PUEBLA,21
1330,2043,SAN PABLO DEL MONTE,29
1331,1681,PUEBLA,21
1332,1731,TEPEACA,21
1333,1054,MATÖAS ROMERO AVENDA¥O,20
1334,1681,PUEBLA,21
1335,2196,ORIZABA,30
1336,1681,PUEBLA,21
1337,1681,PUEBLA,21
1338,1681,PUEBLA,21
1339,1681,PUEBLA,21
1340,1681,PUEBLA,21
1341,1681,PUEBLA,21
1342,1681,PUEBLA,21
1343,523,TULA DE ALLENDE,13
1344,1681,PUEBLA,21
1345,327,CELAYA,11
1346,1681,PUEBLA,21
1347,1681,PUEBLA,21
1348,1681,PUEBLA,21
1349,1681,PUEBLA,21
1350,1681,PUEBLA,21
1351,1681,PUEBLA,21
1352,1681,PUEBLA,21
1353,2051,TLAXCALA,29
1354,1681,PUEBLA,21
1355,1681,PUEBLA,21
1356,1681,PUEBLA,21
1357,1681,PUEBLA,21
1358,1681,PUEBLA,21
1359,1681,PUEBLA,21
1360,1681,PUEBLA,21
1361,2123,COSAMALOAPAN DE CARPIO,30
1362,1681,PUEBLA,21
1363,1652,IZéCAR DE MATAMOROS,21
1364,274,µLVARO OBREGàN,9
1365,1681,PUEBLA,21
1366,1681,PUEBLA,21
1367,1681,PUEBLA,21
1368,900,CUERNAVACA,17
1369,2045,TENANCINGO,29
1370,1681,PUEBLA,21
1371,1681,PUEBLA,21
1372,2023,APIZACO,29
1373,1681,PUEBLA,21
1374,1037,HUAUTEPEC,20
1375,1681,PUEBLA,21
1376,1680,PIAXTLA,21
1377,1681,PUEBLA,21
1378,1681,PUEBLA,21
1379,1681,PUEBLA,21
1380,1681,PUEBLA,21
1381,1681,PUEBLA,21
1382,1681,PUEBLA,21
1383,1604,COYOTEPEC,21
1384,1582,AMOZOC,21
1385,2028,CHIAUTEMPAN,29
1386,1681,PUEBLA,21
1387,1681,PUEBLA,21
1388,1681,PUEBLA,21
1389,1681,PUEBLA,21
1390,1681,PUEBLA,21
1391,1681,PUEBLA,21
1392,1615,CHIAUTZINGO,21
1393,2031,HUAMANTLA,29
1394,1681,PUEBLA,21
1395,1681,PUEBLA,21
1396,1681,PUEBLA,21
1397,1681,PUEBLA,21
1398,1681,PUEBLA,21
1399,1681,PUEBLA,21
1400,1681,PUEBLA,21
1401,1681,PUEBLA,21
1402,1681,PUEBLA,21
1403,1681,PUEBLA,21
1404,1681,PUEBLA,21
1405,1681,PUEBLA,21
1406,1681,PUEBLA,21
1407,1962,CENTRO,27
1408,2023,APIZACO,29
1409,1681,PUEBLA,21
1410,1681,PUEBLA,21
1411,1681,PUEBLA,21
1412,1681,PUEBLA,21
1413,1681,PUEBLA,21
1414,1681,PUEBLA,21
1415,2031,HUAMANTLA,29
1416,1681,PUEBLA,21
1417,1681,PUEBLA,21
1418,1681,PUEBLA,21
1419,1568,ACAJETE,21
1420,1681,PUEBLA,21
1421,1681,PUEBLA,21
1422,1681,PUEBLA,21
1423,1681,PUEBLA,21
1424,1681,PUEBLA,21
1425,1681,PUEBLA,21
1426,1681,PUEBLA,21
1427,2050,TETLATLAHUCA,29
1428,2051,TLAXCALA,29
1429,1681,PUEBLA,21
1430,1681,PUEBLA,21
1431,1681,PUEBLA,21
1432,1681,PUEBLA,21
1433,1681,PUEBLA,21
1434,1774,ZACAPOAXTLA,21
1435,1681,PUEBLA,21
1436,1731,TEPEACA,21
1437,1681,PUEBLA,21
1438,1681,PUEBLA,21
1439,1681,PUEBLA,21
1440,1587,ATOYATEMPAN,21
1441,1681,PUEBLA,21
1442,1681,PUEBLA,21
1443,1681,PUEBLA,21
1444,1681,PUEBLA,21
1445,1681,PUEBLA,21
1446,1720,TECALI DE HERRERA,21
1447,1681,PUEBLA,21
1448,1709,SAN SALVADOR EL SECO,21
1449,1681,PUEBLA,21
1450,899,CUAUTLA,17
1451,2062,ZACATELCO,29
1452,1684,RAFAEL LARA GRAJALES,21
1453,1681,PUEBLA,21
1454,1608,CUAUTLANCINGO,21
1455,1681,PUEBLA,21
1456,1681,PUEBLA,21
1457,1681,PUEBLA,21
1458,1681,PUEBLA,21
1459,1681,PUEBLA,21
1460,1681,PUEBLA,21
1461,1681,PUEBLA,21
1462,1681,PUEBLA,21
1463,1681,PUEBLA,21
1464,1652,IZéCAR DE MATAMOROS,21
1465,899,CUAUTLA,17
1466,2072,SAN LORENZO AXOCOMANITLA,29
1467,1681,PUEBLA,21
1468,1681,PUEBLA,21
1469,1681,PUEBLA,21
1470,1704,SAN NICOLµS BUENOS AIRES,21
1471,1612,CHALCHICOMULA DE SESMA,21
1472,1681,PUEBLA,21
1473,1681,PUEBLA,21
1474,1681,PUEBLA,21
1475,1681,PUEBLA,21
1476,1593,CALPAN,21
1477,1681,PUEBLA,21
1478,1681,PUEBLA,21
1479,1684,RAFAEL LARA GRAJALES,21
1480,1681,PUEBLA,21
1481,1608,CUAUTLANCINGO,21
1482,1681,PUEBLA,21
1483,1681,PUEBLA,21
1484,1681,PUEBLA,21
1485,2043,SAN PABLO DEL MONTE,29
1486,1681,PUEBLA,21
1487,1681,PUEBLA,21
1488,1681,PUEBLA,21
1489,1692,SAN GREGORIO ATZOMPA,21
1490,1681,PUEBLA,21
1491,1681,PUEBLA,21
1492,1681,PUEBLA,21
1493,1681,PUEBLA,21
1494,1681,PUEBLA,21
1495,377,ATOYAC DE µLVAREZ,12
1496,2068,SAN FRANCISCO TETLANOHCAN,29
1497,377,ATOYAC DE µLVAREZ,12
1498,1681,PUEBLA,21
1499,377,ATOYAC DE µLVAREZ,12
1500,1681,PUEBLA,21
1501,1681,PUEBLA,21
1502,1681,PUEBLA,21
1503,1681,PUEBLA,21
1504,1681,PUEBLA,21
1505,1681,PUEBLA,21
1506,1681,PUEBLA,21
1507,1681,PUEBLA,21
1508,1681,PUEBLA,21
1509,1681,PUEBLA,21
1510,1681,PUEBLA,21
1511,1756,TOCHTEPEC,21
1512,1681,PUEBLA,21
1513,1681,PUEBLA,21
1514,1681,PUEBLA,21
1515,1681,PUEBLA,21
1516,1686,SAN ANDRS CHOLULA,21
1517,280,MIGUEL HIDALGO,9
1518,1681,PUEBLA,21
1519,1699,SAN MARTÖN TEXMELUCAN,21
1520,2028,CHIAUTEMPAN,29
1521,1681,PUEBLA,21
1522,1684,RAFAEL LARA GRAJALES,21
1523,1064,OAXACA DE JUµREZ,20
1524,1681,PUEBLA,21
1525,1681,PUEBLA,21
1526,1681,PUEBLA,21
1527,1681,PUEBLA,21
1528,1681,PUEBLA,21
1529,1681,PUEBLA,21
1530,1681,PUEBLA,21
1531,1681,PUEBLA,21
1532,1681,PUEBLA,21
1533,900,CUERNAVACA,17
1534,1681,PUEBLA,21
1535,1582,AMOZOC,21
1536,1582,AMOZOC,21
1537,1681,PUEBLA,21
1538,1681,PUEBLA,21
1539,1681,PUEBLA,21
1540,1681,PUEBLA,21
1541,1681,PUEBLA,21
1542,1681,PUEBLA,21
1543,1681,PUEBLA,21
1544,1681,PUEBLA,21
1545,1681,PUEBLA,21
1546,1681,PUEBLA,21
1547,2060,XICOHTZINCO,29
1548,1681,PUEBLA,21
1549,1681,PUEBLA,21
1550,882,URUAPAN,16
1551,2031,HUAMANTLA,29
1552,1681,PUEBLA,21
1553,1681,PUEBLA,21
1554,1681,PUEBLA,21
1555,1681,PUEBLA,21
1556,2051,TLAXCALA,29
1557,2062,ZACATELCO,29
1558,1794,LANDA DE MATAMOROS,22
1559,2023,APIZACO,29
1560,926,TEMOAC,17
1561,899,CUAUTLA,17
1562,899,CUAUTLA,17
1563,1681,PUEBLA,21
1564,899,CUAUTLA,17
1565,1681,PUEBLA,21
1566,1681,PUEBLA,21
1567,1684,RAFAEL LARA GRAJALES,21
1568,1681,PUEBLA,21
1569,1681,PUEBLA,21
1570,1681,PUEBLA,21
1571,1681,PUEBLA,21
1572,1681,PUEBLA,21
1573,1681,PUEBLA,21
1574,1681,PUEBLA,21
1575,1681,PUEBLA,21
1576,1593,CALPAN,21
1577,1681,PUEBLA,21
1578,1681,PUEBLA,21
1579,1681,PUEBLA,21
1580,1681,PUEBLA,21
1581,1681,PUEBLA,21
1582,1681,PUEBLA,21
1583,1699,SAN MARTÖN TEXMELUCAN,21
1584,1681,PUEBLA,21
1585,1681,PUEBLA,21
1586,1681,PUEBLA,21
1587,1681,PUEBLA,21
1588,1681,PUEBLA,21
1589,1681,PUEBLA,21
1590,1681,PUEBLA,21
1591,1681,PUEBLA,21
1592,2072,SAN LORENZO AXOCOMANITLA,29
1593,1681,PUEBLA,21
1594,1681,PUEBLA,21
1595,1681,PUEBLA,21
1596,1652,IZéCAR DE MATAMOROS,21
1597,1681,PUEBLA,21
1598,1681,PUEBLA,21
1599,1681,PUEBLA,21
1600,1681,PUEBLA,21
1601,1681,PUEBLA,21
1602,2051,TLAXCALA,29
1603,2020,APETATITLµN DE ANTONIO CARVAJAL,29
1604,1681,PUEBLA,21
1605,1681,PUEBLA,21
1606,1681,PUEBLA,21
1607,1652,IZéCAR DE MATAMOROS,21
1608,1681,PUEBLA,21
1609,1681,PUEBLA,21
1610,1681,PUEBLA,21
1611,1681,PUEBLA,21
1612,1681,PUEBLA,21
1613,1681,PUEBLA,21
1614,1681,PUEBLA,21
1615,1681,PUEBLA,21
1616,1681,PUEBLA,21
1617,1681,PUEBLA,21
1618,1681,PUEBLA,21
1619,1681,PUEBLA,21
1620,1681,PUEBLA,21
1621,1681,PUEBLA,21
1622,2043,SAN PABLO DEL MONTE,29
1623,1681,PUEBLA,21
1624,1681,PUEBLA,21
1625,523,TULA DE ALLENDE,13
1626,1681,PUEBLA,21
1627,943,TEPIC,18
1628,2059,PAPALOTLA DE XICOHTNCATL,29
1629,1612,CHALCHICOMULA DE SESMA,21
1630,2059,PAPALOTLA DE XICOHTNCATL,29
1631,1681,PUEBLA,21
1632,1681,PUEBLA,21
1633,1681,PUEBLA,21
1634,1681,PUEBLA,21
1635,1681,PUEBLA,21
1636,2023,APIZACO,29
1637,1681,PUEBLA,21
1638,1681,PUEBLA,21
1639,1681,PUEBLA,21
1640,1681,PUEBLA,21
1641,1681,PUEBLA,21
1642,1681,PUEBLA,21
1643,1681,PUEBLA,21
1644,1681,PUEBLA,21
1645,1681,PUEBLA,21
1646,1681,PUEBLA,21
1647,1681,PUEBLA,21
1648,1681,PUEBLA,21
1649,1681,PUEBLA,21
1650,1681,PUEBLA,21
1651,1582,AMOZOC,21
1652,2051,TLAXCALA,29
1653,1681,PUEBLA,21
1654,1681,PUEBLA,21
1655,1620,CHIGNAHUAPAN,21
1656,1736,TEPEXI DE RODRÖGUEZ,21
1657,1582,AMOZOC,21
1658,1686,SAN ANDRS CHOLULA,21
1659,2046,TEOLOCHOLCO,29
1660,1681,PUEBLA,21
1661,1681,PUEBLA,21
1662,1681,PUEBLA,21
1663,1681,PUEBLA,21
1664,1681,PUEBLA,21
1665,1681,PUEBLA,21
1666,1673,OCOYUCAN,21
1667,1681,PUEBLA,21
1668,1681,PUEBLA,21
1669,1681,PUEBLA,21
1670,2061,YAUHQUEMECAN,29
1671,1731,TEPEACA,21
1672,1681,PUEBLA,21
1673,899,CUAUTLA,17
1674,899,CUAUTLA,17
1675,1681,PUEBLA,21
1676,1681,PUEBLA,21
1677,1681,PUEBLA,21
1678,1707,SAN PEDRO CHOLULA,21
1679,1681,PUEBLA,21
1680,1681,PUEBLA,21
1681,1681,PUEBLA,21
1682,2052,TLAXCO,29
1683,1681,PUEBLA,21
1684,1681,PUEBLA,21
1685,1582,AMOZOC,21
1686,1681,PUEBLA,21
1687,1681,PUEBLA,21
1688,1681,PUEBLA,21
1689,1681,PUEBLA,21
1690,1681,PUEBLA,21
1691,1681,PUEBLA,21
1692,1681,PUEBLA,21
1693,1681,PUEBLA,21
1694,1681,PUEBLA,21
1695,1681,PUEBLA,21
1696,1681,PUEBLA,21
1697,1681,PUEBLA,21
1698,1681,PUEBLA,21
1699,1681,PUEBLA,21
1700,1681,PUEBLA,21
1701,1641,HUEJOTZINGO,21
1702,1681,PUEBLA,21
1703,1681,PUEBLA,21
1704,1681,PUEBLA,21
1705,2051,TLAXCALA,29
1706,2051,TLAXCALA,29
1707,1672,OCOTEPEC,21
1708,2042,PANOTLA,29
1709,1681,PUEBLA,21
1710,2051,TLAXCALA,29
1711,377,ATOYAC DE µLVAREZ,12
1712,1681,PUEBLA,21
1713,1681,PUEBLA,21
1714,1681,PUEBLA,21
1715,1681,PUEBLA,21
1716,1681,PUEBLA,21
1717,1681,PUEBLA,21
1718,1681,PUEBLA,21
1719,2061,YAUHQUEMECAN,29
1720,1686,SAN ANDRS CHOLULA,21
1721,432,TLAPA DE COMONFORT,12
1722,1681,PUEBLA,21
1723,1681,PUEBLA,21
1724,1975,TENOSIQUE,27
1725,1681,PUEBLA,21
1726,2031,HUAMANTLA,29
1727,1681,PUEBLA,21
1728,2196,ORIZABA,30
1729,2046,TEOLOCHOLCO,29
1730,1681,PUEBLA,21
1731,1681,PUEBLA,21
1732,1681,PUEBLA,21
1733,1684,RAFAEL LARA GRAJALES,21
1734,1684,RAFAEL LARA GRAJALES,21
1735,1681,PUEBLA,21
1736,1681,PUEBLA,21
1737,1681,PUEBLA,21
1738,1681,PUEBLA,21
1739,1775,ZACATLµN,21
1740,1681,PUEBLA,21
1741,1681,PUEBLA,21
1742,169,TAPACHULA,7
1743,1681,PUEBLA,21
1744,1681,PUEBLA,21
1745,1686,SAN ANDRS CHOLULA,21
1746,1681,PUEBLA,21
1747,1681,PUEBLA,21
1748,1681,PUEBLA,21
1749,713,NEZAHUALCàYOTL,15
1750,1681,PUEBLA,21
1751,1681,PUEBLA,21
1752,1681,PUEBLA,21
1753,281,VENUSTIANO CARRANZA,9
1754,1681,PUEBLA,21
1755,1681,PUEBLA,21
1756,1681,PUEBLA,21
1757,1681,PUEBLA,21
1758,1681,PUEBLA,21
1759,399,HUAMUXTITLµN,12
1760,399,HUAMUXTITLµN,12
1761,399,HUAMUXTITLµN,12
1762,1681,PUEBLA,21
1763,1586,ATLIXCO,21
1764,1681,PUEBLA,21
1765,399,HUAMUXTITLµN,12
1766,399,HUAMUXTITLµN,12
1767,1681,PUEBLA,21
1768,1681,PUEBLA,21
1769,922,YAUTEPEC,17
1770,1681,PUEBLA,21
1771,922,YAUTEPEC,17
1772,1681,PUEBLA,21
1773,1681,PUEBLA,21
1774,1685,LOS REYES DE JUµREZ,21
1775,1685,LOS REYES DE JUµREZ,21
